,Brite,Definition,Ensembl,Entry,KO,Module,Motif,Other DBs,Pathway,Gene_ID,Protein_ID,UniProt
6631,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  00970 Aminoacyl-tRNA biosynthesis  CHLREDRAFT_82920 Enzymes [BR:cre01000] ?6. Ligases  6.1 Forming carbon-oxygen bonds  6.1.1 Ligases forming aminoacyl-tRNA and related compounds  6.1.1.14 glycine---tRNA ligase  CHLREDRAFT_82920 Amino acid related enzymes [BR:cre01007] ?Aminoacyl-tRNA synthetase  Class II (G/C)  CHLREDRAFT_82920 Transfer RNA biogenesis [BR:cre03016] ?Eukaryotic Type  Aminoacyl-tRNA synthetases (AARSs)  Other AARSs  CHLREDRAFT_82920 Mitochondrial biogenesis [BR:cre03029] ?Mitochondrial DNA transcription, translation, and replication factors  Mitochondrial transcription and translation factors  Other mitochondrial DNA transcription and translation factors  CHLREDRAFT_82920",(RefSeq) glycyl-tRNA synthetase,CHLREDRAFT_82920,CHLREDRAFT_82920 CDS T01039,K01880 glycyl-tRNA synthetase [EC:6.1.1.14],"cre_M00359 Aminoacyl-tRNA biosynthesis, eukaryotes",Pfam:?HGTP_anticodon tRNA-synt_2b WHEP-TRS Tfb2,NCBI-GeneID:?5727750NCBI-ProteinID:?XP_001702190JGI:?82920UniProt:?A8JG58,cre00970 Aminoacyl-tRNA biosynthesis,5727750,XP_001702190,A8JG58
6632,,(RefSeq) ubiquitin fusion protein,CHLREDRAFT_8296,CHLREDRAFT_8296 CDS T01039,,,Pfam:?ubiquitin zf-RING_5 Rad60-SLD zf-C3HC4_3 NOA36 zf-RING_2 zf-C3HC4_2 zf-RING_UBOX Prok-RING_4,NCBI-GeneID:?5726364NCBI-ProteinID:?XP_001700995JGI:?8296UniProt:?A8I6H9,,5726364,XP_001700995,A8I6H9
6633,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_82986 (RBCS1)  Carbohydrate metabolism  00630 Glyoxylate and dicarboxylate metabolism  CHLREDRAFT_82986 (RBCS1)  Energy metabolism  00710 Carbon fixation in photosynthetic organisms  CHLREDRAFT_82986 (RBCS1) Enzymes [BR:cre01000] ?4. Lyases  4.1 Carbon-carbon lyases  4.1.1 Carboxy-lyases  4.1.1.39 ribulose-bisphosphate carboxylase  CHLREDRAFT_82986 (RBCS1),"(RefSeq) ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit 1, chloroplast precursor",CHLREDRAFT_82986,CHLREDRAFT_82986 CDS T01039,K01602 ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39],"cre_M00165 Reductive pentose phosphate cycle (Calvin cycle)cre_M00166 Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3Pcre_M00532 Photorespirationcre_M00611 Oxygenic photosynthesis in plants and cyanobacteria",Pfam:?RuBisCO_small,NCBI-GeneID:?5727949NCBI-ProteinID:?XP_001702409JGI:?82986UniProt:?P00873 A8JGP9,cre00630 Glyoxylate and dicarboxylate metabolismcre00710 Carbon fixation in photosynthetic organismscre01100 Metabolic pathwayscre01200 Carbon metabolism,5727949,XP_001702409,P00873 A8JGP9
6634,,(RefSeq) lipid transfer machine permease,CHLREDRAFT_83,CHLREDRAFT_83 CDS T01039,,,Pfam:?MlaE,NCBI-GeneID:?5721897NCBI-ProteinID:?XP_001696522JGI:?83UniProt:?A8HWE7,,5721897,XP_001696522,A8HWE7
6635,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_83064 (PGH1)  01230 Biosynthesis of amino acids  CHLREDRAFT_83064 (PGH1)  Carbohydrate metabolism  00010 Glycolysis / Gluconeogenesis  CHLREDRAFT_83064 (PGH1) ?Genetic Information Processing  Folding, sorting and degradation  03018 RNA degradation  CHLREDRAFT_83064 (PGH1) Enzymes [BR:cre01000] ?4. Lyases  4.2 Carbon-oxygen lyases  4.2.1 Hydro-lyases  4.2.1.11 phosphopyruvate hydratase  CHLREDRAFT_83064 (PGH1) Messenger RNA biogenesis [BR:cre03019] ?Prokaryotic Type  Bacterial mRNA degradation factors  RNA degradosome components  Other RNA degradosome components  CHLREDRAFT_83064 (PGH1) Exosome [BR:cre04147] ?Exosomal proteins  Proteins found in most exosomes  CHLREDRAFT_83064 (PGH1)",(RefSeq) enolase,CHLREDRAFT_83064,CHLREDRAFT_83064 CDS T01039,K01689 enolase [EC:4.2.1.11],"cre_M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvatecre_M00002 Glycolysis, core module involving three-carbon compoundscre_M00003 Gluconeogenesis, oxaloacetate => fructose-6P",Pfam:?Enolase_C Enolase_N MR_MLE_C MAAL_C,NCBI-GeneID:?5728533NCBI-ProteinID:?XP_001702971JGI:?83064UniProt:?A8JH98,cre00010 Glycolysis / Gluconeogenesiscre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01200 Carbon metabolismcre01230 Biosynthesis of amino acidscre03018 RNA degradation,5728533,XP_001702971,A8JH98
6636,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03010 Ribosome  CHLREDRAFT_83083 Ribosome [BR:cre03011] ?Ribosomal Proteins  Eukaryotes  Large subunit  CHLREDRAFT_83083  Archaea  CHLREDRAFT_83083,(RefSeq) hypothetical protein,CHLREDRAFT_83083,CHLREDRAFT_83083 CDS T01039,K02896 large subunit ribosomal protein L24e,"cre_M00177 Ribosome, eukaryotes",Pfam:?Ribosomal_L24e zf-FCS,NCBI-GeneID:?5728434NCBI-ProteinID:?XP_001702873JGI:?83083UniProt:?A8JH29,cre03010 Ribosome,5728434,XP_001702873,A8JH29
6637,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Metabolism of cofactors and vitamins  00670 One carbon pool by folate  CHLREDRAFT_83209 (MTF1) ?Genetic Information Processing  Translation  00970 Aminoacyl-tRNA biosynthesis  CHLREDRAFT_83209 (MTF1) Enzymes [BR:cre01000] ?2. Transferases  2.1 Transferring one-carbon groups  2.1.2 Hydroxymethyl-, formyl- and related transferases  2.1.2.9 methionyl-tRNA formyltransferase  CHLREDRAFT_83209 (MTF1)",(RefSeq) methionyl-tRNA formyltransferase,CHLREDRAFT_83209,CHLREDRAFT_83209 CDS T01039,K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9],,Pfam:?Formyl_trans_N Formyl_trans_C,NCBI-GeneID:?5728690NCBI-ProteinID:?XP_001703129JGI:?83209UniProt:?A8JHP9,cre00670 One carbon pool by folatecre00970 Aminoacyl-tRNA biosynthesis,5728690,XP_001703129,A8JHP9
6638,,(RefSeq) heat shock protein 22H,CHLREDRAFT_8323,CHLREDRAFT_8323 CDS T01039,,,Pfam:?HSP20,NCBI-GeneID:?5726562NCBI-ProteinID:?XP_001700827JGI:?8323UniProt:?A8I6Q7,,5726562,XP_001700827,A8I6Q7
6639,,(RefSeq) hypothetical protein,CHLREDRAFT_83258,CHLREDRAFT_83258 CDS T01039,,,Pfam:?Band_7 Band_7_C,NCBI-GeneID:?5729177NCBI-ProteinID:?XP_001703625JGI:?83258UniProt:?A8JI52,,5729177,XP_001703625,A8JI52
6640,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Transcription  03040 Spliceosome  CHLREDRAFT_83282 (UAP56)  Translation  03013 RNA transport  CHLREDRAFT_83282 (UAP56)  03015 mRNA surveillance pathway  CHLREDRAFT_83282 (UAP56) Enzymes [BR:cre01000] ?3. Hydrolases  3.6 Acting on acid anhydrides  3.6.4 Acting on acid anhydrides to facilitate cellular and subcellular movement  3.6.4.13 RNA helicase  CHLREDRAFT_83282 (UAP56) Messenger RNA biogenesis [BR:cre03019] ?Eukaryotic Type  mRNA surveillance and transport factors  Transport factors  EJC complex  CHLREDRAFT_83282 (UAP56) Spliceosome [BR:cre03041] ?Complex C  Other components  EJC/TREX  CHLREDRAFT_83282 (UAP56) ?Other splicing related proteins  Spliceosome associated proteins (SAPs)  TREX complex  CHLREDRAFT_83282 (UAP56),(RefSeq) subunit of exon junction complex,CHLREDRAFT_83282,CHLREDRAFT_83282 CDS T01039,K12812 ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13],,Pfam:?DEAD Helicase_C ResIII CMS1 ERCC3_RAD25_C DUF4844,NCBI-GeneID:?5729315NCBI-ProteinID:?XP_001703776JGI:?83282UniProt:?A8JIJ1,cre03013 RNA transportcre03015 mRNA surveillance pathwaycre03040 Spliceosome,5729315,XP_001703776,A8JIJ1
6641,,(RefSeq) ubiquitin fusion protein,CHLREDRAFT_8396,CHLREDRAFT_8396 CDS T01039,,,Pfam:?Telomere_Sde2 ubiquitin Rad60-SLD,NCBI-GeneID:?5726407NCBI-ProteinID:?XP_001701052JGI:?8396UniProt:?A8I788,,5726407,XP_001701052,A8I788
6642,Transcription machinery [BR:cre03021] ?Eukaryotic type  RNA polymerase II system  Coactivators  BAF/PBAF complex  CHLREDRAFT_8547 Chromosome [BR:cre03036] ?Eukaryotic Type  Chromatin remodeling factors  BAF complex  CHLREDRAFT_8547  PBAF complex  CHLREDRAFT_8547,(RefSeq) SWI/SNF chromatin remodeling complex protein,CHLREDRAFT_8547,CHLREDRAFT_8547 CDS T01039,K11650 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D,,Pfam:?SWIB,NCBI-GeneID:?5723870NCBI-ProteinID:?XP_001698488JGI:?8547UniProt:?A8HZJ8,,5723870,XP_001698488,A8HZJ8
6643,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Metabolism of cofactors and vitamins  00130 Ubiquinone and other terpenoid-quinone biosynthesis  CHLREDRAFT_8673 Enzymes [BR:cre01000] ?1. Oxidoreductases  1.6 Acting on NADH or NADPH  1.6.5 With a quinone or similar compound as acceptor  1.6.5.2 NAD(P)H dehydrogenase (quinone)  CHLREDRAFT_8673,(RefSeq) flavodoxin,CHLREDRAFT_8673,CHLREDRAFT_8673 CDS T01039,K03809 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],,Pfam:?FMN_red Flavodoxin_2,NCBI-GeneID:?5723923NCBI-ProteinID:?XP_001698549JGI:?8673UniProt:?A8I0G7,cre00130 Ubiquinone and other terpenoid-quinone biosynthesiscre01110 Biosynthesis of secondary metabolites,5723923,XP_001698549,A8I0G7
6644,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_8761 (PGM2)  01230 Biosynthesis of amino acids  CHLREDRAFT_8761 (PGM2)  Carbohydrate metabolism  00010 Glycolysis / Gluconeogenesis  CHLREDRAFT_8761 (PGM2)  Amino acid metabolism  00260 Glycine, serine and threonine metabolism  CHLREDRAFT_8761 (PGM2) Enzymes [BR:cre01000] ?5. Isomerases  5.4 Intramolecular transferases  5.4.2 Phosphotransferases (phosphomutases)  5.4.2.12 phosphoglycerate mutase (2,3-diphosphoglycerate-independent)  CHLREDRAFT_8761 (PGM2)",(RefSeq) phosphoglycerate mutase,CHLREDRAFT_8761,CHLREDRAFT_8761 CDS T01039,K15634 probable phosphoglycerate mutase [EC:5.4.2.12],"cre_M00001 Glycolysis (Embden-Meyerhof pathway), glucose => pyruvatecre_M00002 Glycolysis, core module involving three-carbon compoundscre_M00003 Gluconeogenesis, oxaloacetate => fructose-6P",Pfam:?His_Phos_1,NCBI-GeneID:?5724149NCBI-ProteinID:?XP_001698403JGI:?8761UniProt:?A8I137,"cre00010 Glycolysis / Gluconeogenesiscre00260 Glycine, serine and threonine metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01200 Carbon metabolismcre01230 Biosynthesis of amino acids",5724149,XP_001698403,A8I137
6645,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Amino acid metabolism  00270 Cysteine and methionine metabolism  CHLREDRAFT_8793 Enzymes [BR:cre01000] ?2. Transferases  2.1 Transferring one-carbon groups  2.1.1 Methyltransferases  2.1.1.37 DNA (cytosine-5-)-methyltransferase  CHLREDRAFT_8793 DNA replication proteins [BR:cre03032] ?Eukaryotic Type  DNA Replication Termination Factors  DNA methylation enzymes  CHLREDRAFT_8793 Chromosome [BR:cre03036] ?Eukaryotic Type  Heterochromatin formation proteins  Other heterochromatin formation proteins  CHLREDRAFT_8793 Prokaryotic defense system [BR:cre02048] ?Restriction and modification system (R-M system)  Type II R-M system  DNA methyltransferases  CHLREDRAFT_8793,(RefSeq) cytosine-C5 specific DNA methyltransferase,CHLREDRAFT_8793,CHLREDRAFT_8793 CDS T01039,K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],,Pfam:?DNA_methylase DNMT1-RFD BAH,NCBI-GeneID:?5723973NCBI-ProteinID:?XP_001698604JGI:?8793UniProt:?A8I196,cre00270 Cysteine and methionine metabolismcre01100 Metabolic pathways,5723973,XP_001698604,A8I196
6646,,(RefSeq) SOUL3-like protein,CHLREDRAFT_8834,CHLREDRAFT_8834 CDS T01039,,,Pfam:?DUF2358 SnoaL_2,NCBI-GeneID:?5723993NCBI-ProteinID:?XP_001698619JGI:?8834UniProt:?A8I1I2,,5723993,XP_001698619,A8I1I2
6647,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03015 mRNA surveillance pathway  CHLREDRAFT_9121 (SMG1) Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.11 Protein-serine/threonine kinases  2.7.11.1 non-specific serine/threonine protein kinase  CHLREDRAFT_9121 (SMG1) Protein kinases [BR:cre01001] ?Serine/threonine protein kinases: Atypical group  PIKK family [OT]  CHLREDRAFT_9121 (SMG1) Messenger RNA biogenesis [BR:cre03019] ?Eukaryotic Type  mRNA surveillance and transport factors  Surveillance factors  Other surveillance factors  CHLREDRAFT_9121 (SMG1)  mRNA cycle factors  Common to processing body (P body) and stress granule  CHLREDRAFT_9121 (SMG1),(RefSeq) phosphatidylinositol 3-kinase-related protein kinase,CHLREDRAFT_9121,CHLREDRAFT_9121 CDS T01039,K08873 serine/threonine-protein kinase SMG1 [EC:2.7.11.1],,Pfam:?PI3_PI4_kinase SMG1 FATC HEAT,NCBI-GeneID:?5719158NCBI-ProteinID:?XP_001693485JGI:?9121UniProt:?A8HSL4,cre03015 mRNA surveillance pathway,5719158,XP_001693485,A8HSL4
6648,,(RefSeq) indole-3-glycerol-phosphate synthase,CHLREDRAFT_9190,CHLREDRAFT_9190 CDS T01039,,,Pfam:?IGPS,NCBI-GeneID:?5719229NCBI-ProteinID:?XP_001693769JGI:?9190UniProt:?A8HT60,,5719229,XP_001693769,A8HT60
6649,,(RefSeq) hypothetical protein,CHLREDRAFT_93337,CHLREDRAFT_93337 CDS T01039,,,,NCBI-GeneID:?5728246NCBI-ProteinID:?XP_001702759JGI:?93337UniProt:?A8ICK1,,5728246,XP_001702759,A8ICK1
6650,,(RefSeq) hypothetical protein,CHLREDRAFT_93361,CHLREDRAFT_93361 CDS T01039,,,Pfam:?DUF1674 Totivirus_coat,NCBI-GeneID:?5727166NCBI-ProteinID:?XP_001701618JGI:?93361UniProt:?A8I9T4,,5727166,XP_001701618,A8I9T4
6651,Spliceosome [BR:cre03041] ?Complex C  Other components  Complex C specific factors  CHLREDRAFT_93400,(RefSeq) hypothetical protein,CHLREDRAFT_93400,CHLREDRAFT_93400 CDS T01039,K13115 coiled-coil domain-containing protein 130,,Pfam:?DUF572,NCBI-GeneID:?5727321NCBI-ProteinID:?XP_001701698JGI:?93400UniProt:?A8I818,,5727321,XP_001701698,A8I818
6652,,(RefSeq) squamosa promoter binding protein,CHLREDRAFT_93505,CHLREDRAFT_93505 CDS T01039,,,Pfam:?SBP,NCBI-GeneID:?5725259NCBI-ProteinID:?XP_001699939JGI:?93505UniProt:?A8I3G2,,5725259,XP_001699939,A8I3G2
6653,,(RefSeq) hypothetical protein,CHLREDRAFT_93561,CHLREDRAFT_93561 CDS T01039,,,Pfam:?Glyco_transf_92 Glyco_tranf_2_4,NCBI-GeneID:?5725601NCBI-ProteinID:?XP_001700051JGI:?93561UniProt:?A8I2B3,,5725601,XP_001700051,A8I2B3
6654,,(RefSeq) hypothetical protein,CHLREDRAFT_93747,CHLREDRAFT_93747 CDS T01039,,,Pfam:?Y_phosphatase3 DSPc CDKN3 PTPlike_phytase Y_phosphatase Y_phosphatase2,NCBI-GeneID:?5726365NCBI-ProteinID:?XP_001700816JGI:?93747UniProt:?A8I6I3,,5726365,XP_001700816,A8I6I3
6655,,(RefSeq) hypothetical protein,CHLREDRAFT_93782,CHLREDRAFT_93782 CDS T01039,,,Pfam:?DIL,NCBI-GeneID:?5723840NCBI-ProteinID:?XP_001698284JGI:?93782UniProt:?A8HZ49,,5723840,XP_001698284,A8HZ49
6656,,(RefSeq) hypothetical protein,CHLREDRAFT_93794,CHLREDRAFT_93794 CDS T01039,,,Pfam:?DUF3605,NCBI-GeneID:?5723862NCBI-ProteinID:?XP_001698306JGI:?93794UniProt:?A8HZF6,,5723862,XP_001698306,A8HZF6
6657,,"(RefSeq) secreted serine protease, subtilase-type",CHLREDRAFT_9384,CHLREDRAFT_9384 CDS T01039,,,Pfam:?Peptidase_S8 DUF4129,NCBI-GeneID:?5719399NCBI-ProteinID:?XP_001693855JGI:?9384UniProt:?A8HUH5,,5719399,XP_001693855,A8HUH5
6658,,(RefSeq) hypothetical protein,CHLREDRAFT_94055,CHLREDRAFT_94055 CDS T01039,,,Pfam:?DUF3082 Trep_Strep,NCBI-GeneID:?5729001NCBI-ProteinID:?XP_001703515JGI:?94055UniProt:?A8IF56,,5729001,XP_001703515,A8IF56
6659,,(RefSeq) hypothetical protein,CHLREDRAFT_94063,CHLREDRAFT_94063 CDS T01039,,,Pfam:?RRM_1,NCBI-GeneID:?5729043NCBI-ProteinID:?XP_001703535JGI:?94063UniProt:?A8IFH7,,5729043,XP_001703535,A8IFH7
6660,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Carbohydrate metabolism  00500 Starch and sucrose metabolism  CHLREDRAFT_94079 (SBE3) Enzymes [BR:cre01000] ?2. Transferases  2.4 Glycosyltransferases  2.4.1 Hexosyltransferases  2.4.1.18 1,4-alpha-glucan branching enzyme  CHLREDRAFT_94079 (SBE3) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of other body fluids (saliva and urine)  CHLREDRAFT_94079 (SBE3)",(RefSeq) starch branching enzyme,CHLREDRAFT_94079,CHLREDRAFT_94079 CDS T01039,"K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",,Pfam:?Alpha-amylase_C CBM_48 Alpha-amylase BA14K hDGE_amylase,NCBI-GeneID:?5716160NCBI-ProteinID:?XP_001690322JGI:?94079UniProt:?A8IHX1,cre00500 Starch and sucrose metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolites,5716160,XP_001690322,A8IHX1
6661,,(RefSeq) hypothetical protein,CHLREDRAFT_94128,CHLREDRAFT_94128 CDS T01039,,,Pfam:?YHYH,NCBI-GeneID:?5716013NCBI-ProteinID:?XP_001690587JGI:?94128UniProt:?A8IGF6,,5716013,XP_001690587,A8IGF6
6662,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Lipid metabolism  00564 Glycerophospholipid metabolism  CHLREDRAFT_94229 (GPD1) Enzymes [BR:cre01000] ?1. Oxidoreductases  1.1 Acting on the CH-OH group of donors  1.1.1 With NAD+ or NADP+ as acceptor  1.1.1.8 glycerol-3-phosphate dehydrogenase (NAD+)  CHLREDRAFT_94229 (GPD1),(RefSeq) glycerol-3-phosphate dehydrogenase,CHLREDRAFT_94229,CHLREDRAFT_94229 CDS T01039,K00006 glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8],,Pfam:?NAD_Gly3P_dh_C NAD_Gly3P_dh_N ApbA F420_oxidored ApbA_C,NCBI-GeneID:?5716580NCBI-ProteinID:?XP_001690876JGI:?94229UniProt:?A8IKS4,cre00564 Glycerophospholipid metabolismcre01110 Biosynthesis of secondary metabolites,5716580,XP_001690876,A8IKS4
6663,"Cell adhesion molecules and their ligands [BR:cre04516] ?3. Selectin Family  SELE; selectin, endothelial cell [KO:K06494]  CHLREDRAFT_94234",(RefSeq) hypothetical protein,CHLREDRAFT_94234,CHLREDRAFT_94234 CDS T01039,K06816 golgi apparatus protein 1,,Pfam:?Cys_rich_FGFR,NCBI-GeneID:?5716598NCBI-ProteinID:?XP_001691072JGI:?94234UniProt:?A8IKW9,,5716598,XP_001691072,A8IKW9
6664,,(RefSeq) hypothetical protein,CHLREDRAFT_94247,CHLREDRAFT_94247 CDS T01039,,,Pfam:?Glyco_hydro_32N,NCBI-GeneID:?5716655NCBI-ProteinID:?XP_001691098JGI:?94247UniProt:?A8ILB2,,5716655,XP_001691098,A8ILB2
6665,Spliceosome [BR:cre03041] ?Other splicing related proteins  Spliceosome associated proteins (SAPs)  Other SAPs  CHLREDRAFT_94281,(RefSeq) hypothetical protein,CHLREDRAFT_94281,CHLREDRAFT_94281 CDS T01039,K13220 WW domain-binding protein 4,,Pfam:?zf-U1 DUF1033,NCBI-GeneID:?5716828NCBI-ProteinID:?XP_001691211JGI:?94281UniProt:?A8IMJ7,,5716828,XP_001691211,A8IMJ7
6666,"Enzymes [BR:cre01000] ?3. Hydrolases  3.4 Acting on peptide bonds (peptidases)  3.4.24 Metalloendopeptidases  3.4.24.- CHLREDRAFT_94387 Mitochondrial biogenesis [BR:cre03029] ?Mitochondrial DNA transcription, translation, and replication factors  Mitochondrial transcription and translation factors  Other mitochondrial DNA transcription and translation factors  CHLREDRAFT_94387",(RefSeq) hypothetical protein,CHLREDRAFT_94387,CHLREDRAFT_94387 CDS T01039,K18156 mitochondrial inner membrane protease ATP23 [EC:3.4.24.-],,Pfam:?Peptidase_M76 Spt20 SprT-like,NCBI-GeneID:?5717359NCBI-ProteinID:?XP_001691633JGI:?94387UniProt:?A8IQU5,,5717359,XP_001691633,A8IQU5
6667,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Nucleotide metabolism  00240 Pyrimidine metabolism  CHLREDRAFT_94429 Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.4 Phosphotransferases with a phosphate group as acceptor  2.7.4.9 dTMP kinase  CHLREDRAFT_94429,(RefSeq) thymidylate kinase,CHLREDRAFT_94429,CHLREDRAFT_94429 CDS T01039,K00943 dTMP kinase [EC:2.7.4.9],,Pfam:?Thymidylate_kin,NCBI-GeneID:?5717527NCBI-ProteinID:?XP_001692044JGI:?94429UniProt:?A8IRW7,cre00240 Pyrimidine metabolismcre01100 Metabolic pathways,5717527,XP_001692044,A8IRW7
6668,Membrane trafficking [BR:cre04131] ?Endosome - Golgi transport  Rab GTPases and associated proteins  Rab associated proteins  CHLREDRAFT_94454,(RefSeq) hypothetical protein,CHLREDRAFT_94454,CHLREDRAFT_94454 CDS T01039,K20285 Rab9 effector protein with kelch motifs,,Pfam:?Kelch_6 Kelch_4 Kelch_3 Kelch_5 Kelch_1 Kelch_2,NCBI-GeneID:?5717635NCBI-ProteinID:?XP_001691934JGI:?94454UniProt:?A8ISA8,,5717635,XP_001691934,A8ISA8
6669,,(RefSeq) hypothetical protein,CHLREDRAFT_94476,CHLREDRAFT_94476 CDS T01039,,,Pfam:?AAA,NCBI-GeneID:?5717844NCBI-ProteinID:?XP_001692260JGI:?94476UniProt:?A8ISQ8,,5717844,XP_001692260,A8ISQ8
6670,,(RefSeq) hypothetical protein,CHLREDRAFT_94613,CHLREDRAFT_94613 CDS T01039,,,Pfam:?GFO_IDH_MocA GFO_IDH_MocA_C,NCBI-GeneID:?5715240NCBI-ProteinID:?XP_001689977JGI:?94613UniProt:?A8HPZ7,,5715240,XP_001689977,A8HPZ7
6671,,(RefSeq) ubiquitin-specific protease 15-like protein,CHLREDRAFT_94742,CHLREDRAFT_94742 CDS T01039,,,Pfam:?zf-MYND,NCBI-GeneID:?5715779NCBI-ProteinID:?XP_001689791JGI:?94742UniProt:?A8HNL6,,5715779,XP_001689791,A8HNL6
6672,,(RefSeq) hypothetical protein,CHLREDRAFT_94848,CHLREDRAFT_94848 CDS T01039,,,,NCBI-GeneID:?5718795NCBI-ProteinID:?XP_001693155JGI:?94848UniProt:?A8IWY1,,5718795,XP_001693155,A8IWY1
6673,,(RefSeq) hypothetical protein,CHLREDRAFT_94897,CHLREDRAFT_94897 CDS T01039,,,Pfam:?Pkinase Pkinase_Tyr,NCBI-GeneID:?5718338NCBI-ProteinID:?XP_001692647JGI:?94897UniProt:?A8IUP1,,5718338,XP_001692647,A8IUP1
6674,,(RefSeq) hypothetical protein,CHLREDRAFT_95022,CHLREDRAFT_95022 CDS T01039,,,Pfam:?Asparaginase,NCBI-GeneID:?5719790NCBI-ProteinID:?XP_001694203JGI:?95022UniProt:?A8IYY7,,5719790,XP_001694203,A8IYY7
6675,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  TCTN-B9D complex  CHLREDRAFT_95044,(RefSeq) hypothetical protein,CHLREDRAFT_95044,CHLREDRAFT_95044 CDS T01039,K19385 transmembrane protein 216,,Pfam:?Transmemb_17,NCBI-GeneID:?5719880NCBI-ProteinID:?XP_001694240JGI:?95044UniProt:?A8IZ77,,5719880,XP_001694240,A8IZ77
6676,,(RefSeq) hypothetical protein,CHLREDRAFT_95068,CHLREDRAFT_95068 CDS T01039,,,Pfam:?TMEM18 K_channel_TID,NCBI-GeneID:?5720445NCBI-ProteinID:?XP_001694971JGI:?95068UniProt:?A8J0Q1,,5720445,XP_001694971,A8J0Q1
6677,KEGG Orthology (KO) [BR:cre00001] ?Environmental Information Processing  Signal transduction  04016 MAPK signaling pathway - plant  CHLREDRAFT_9509 (FAP272)  04070 Phosphatidylinositol signaling system  CHLREDRAFT_9509 (FAP272) Protein phosphatases and associated proteins [BR:cre01009] ?Protein Ser/ Thr phosphatases  Phosphoprotein phosphatases (PPPs)  Calcineurin (PPP3/ PP2B)  Regulatory subunits  CHLREDRAFT_9509 (FAP272) Membrane trafficking [BR:cre04131] ?Exocytosis  Small GTPases and associated proteins  Rab associated proteins  CHLREDRAFT_9509 (FAP272) Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Centrosome duplication proteins  Centriole replication proteins  CHLREDRAFT_9509 (FAP272) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of colorectal cancer cells  CHLREDRAFT_9509 (FAP272),"(RefSeq) flagellar associated protein, calmodulin-like protein",CHLREDRAFT_9509,CHLREDRAFT_9509 CDS T01039,K02183 calmodulin,,Pfam:?EF-hand_1 EF-hand_7 EF-hand_6 EF-hand_8 EF-hand_5 EF-hand_9 UPF0154 SPARC_Ca_bdg EF-hand_4 Chrome_Resist,NCBI-GeneID:?5728817NCBI-ProteinID:?XP_001703260JGI:?9509UniProt:?A8IDN4,cre04016 MAPK signaling pathway - plantcre04070 Phosphatidylinositol signaling system,5728817,XP_001703260,A8IDN4
6678,,(RefSeq) hypothetical protein,CHLREDRAFT_95196,CHLREDRAFT_95196 CDS T01039,,,Pfam:?bZIP_1 bZIP_Maf Cortex-I_coil TPR_MLP1_2 bZIP_2,NCBI-GeneID:?5721468NCBI-ProteinID:?XP_001695842JGI:?95196UniProt:?A8J3M0,,5721468,XP_001695842,A8J3M0
